year,title,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,rated,response,language,country,writer,metascore,imdb_rating,director,released_day,released_month,released,actors,genre,awards,runtime,type,imdb_votes,released_year,Budget,Domestic,International
2013,The Fifth Estate,26000000,3254172.0,6154172.0,2013FAIL,26000000,3254172.0,6154172.0,R,True,"English, Icelandic, Swahili, Arabic",USA,"Daniel Domscheit-Berg (book), David Leigh (book), Luke Harding (book), Josh Singer (screenplay)",49.0,6.1,Bill Condon,18,October,2013-10-18,"Peter Capaldi, David Thewlis, Anatole Taubman, Alexander Beyer",Biography,1 win & 1 nomination.,128 min,movie,"12,244",2013,26,3,6
2013,The Great Gatsby,190000000,144840419.0,351040419.0,2013FAIL,190000000,144840419.0,351040419.0,PG-13,True,English,Australia,"Baz Luhrmann (screenplay), Craig Pearce (screenplay), F. Scott Fitzgerald (based on the novel by)",55.0,7.4,Baz Luhrmann,10,May,2013-05-10,"Lisa Adam, Frank Aldridge, Amitabh Bachchan, Steve Bisley",Drama,Won 2 Oscars. Another 35 wins & 38 nominations.,143 min,movie,"2,26,010",2013,190,144,351
2013,The Heat,43000000,159581587.0,230781587.0,2013PASS,43000000,159581587.0,230781587.0,R,True,"English, Spanish, Bulgarian",USA,Katie Dippold,60.0,6.7,Paul Feig,28,June,2013-06-28,"Sandra Bullock, Melissa McCarthy, Demian Bichir, Marlon Wayans",Action,3 wins & 8 nominations.,117 min,movie,"84,789",2013,43,159,230
2013,The Hobbit: The Desolation of Smaug,250000000,257397516.0,937397516.0,2013FAIL,250000000,257397516.0,937397516.0,PG-13,True,English,USA,"Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Guillermo del Toro (screenplay), J.R.R. Tolkien (novel)",66.0,8.2,Peter Jackson,13,December,2013-12-13,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",Adventure,Nominated for 3 Oscars. Another 3 wins & 27 nominations.,161 min,movie,"2,24,066",2013,250,257,937
2013,The Host,50000000,26623701.0,58188384.0,2013FAIL,50000000,26623701.0,58188384.0,PG-13,True,English,USA,"Andrew Niccol (screenplay), Stephenie Meyer (novel)",35.0,5.9,Andrew Niccol,29,March,2013-03-29,"Rachel Roberts, Shyaam Karra, Brent Wendell Williams, Jhil McEntyre",Adventure,1 win & 2 nominations.,125 min,movie,"61,180",2013,50,26,58
2013,The Hunger Games: Catching Fire,130000000,424088260.0,857088260.0,2013PASS,130000000,424088260.0,857088260.0,PG-13,True,English,USA,"Simon Beaufoy (screenplay), Michael Arndt (screenplay), Suzanne Collins (novel)",75.0,7.9,Francis Lawrence,22,November,2013-11-22,"Jennifer Lawrence, Liam Hemsworth, Jack Quaid, Taylor St. Clair",Action,Nominated for 1 Golden Globe. Another 6 wins & 15 nominations.,146 min,movie,"2,38,814",2013,130,424,857
2013,The Incredible Burt Wonderstone,32000000,22537881.0,24255957.0,2013FAIL,32000000,22537881.0,24255957.0,PG-13,True,English,USA,"Jonathan M. Goldstein (screenplay), John Francis Daley (screenplay), Chad Kultgen (story), Tyler Mitchell (story), Jonathan M. Goldstein (story), John Francis Daley (story)",44.0,5.9,Don Scardino,15,March,2013-03-15,"Steve Carell, Steve Buscemi, Olivia Wilde, Jim Carrey",Comedy,1 win & 3 nominations.,100 min,movie,"44,758",2013,32,22,24
2013,The Internship,58000000,44672764.0,93672764.0,2013FAIL,58000000,44672764.0,93672764.0,PG-13,True,"English, Tagalog, Cantonese, Mandarin, Spanish",USA,"Vince Vaughn (screenplay), Jared Stern (screenplay), Vince Vaughn (story)",42.0,6.4,Shawn Levy,7,June,2013-06-07,"Vince Vaughn, Owen Wilson, Rose Byrne, Aasif Mandvi",Comedy,1 nomination.,119 min,movie,"90,875",2013,58,44,93
2013,The Last Exorcism Part II,4000000,15179303.0,18541236.0,2013PASS,4000000,15179303.0,18541236.0,PG-13,True,English,USA,"Damien Chazelle (screenplay), Ed Gass-Donnelly (screenplay), Damien Chazelle (story), Huck Botko (characters created by), Andrew Gurland (characters created by)",35.0,3.9,Ed Gass-Donnelly,1,March,2013-03-01,"Ashley Bell, Julia Garner, Spencer Treat Clark, David Jensen",Drama,1 win & 1 nomination.,88 min,movie,"9,373",2013,4,15,18
2013,The Lone Ranger,275000000,89289910.0,259989910.0,2013FAIL,275000000,89289910.0,259989910.0,PG-13,True,"English, North American Indian",USA,"Justin Haythe (screenplay), Ted Elliott (screenplay), Terry Rossio (screenplay), Ted Elliott (screen story), Terry Rossio (screen story), Justin Haythe (screen story)",37.0,6.6,Gore Verbinski,3,July,2013-07-03,"Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson",Action,Nominated for 2 Oscars. Another 2 wins & 12 nominations.,149 min,movie,"1,16,599",2013,275,89,259
2013,The Mortal Instruments: City of Bones,60000000,31165421.0,75965567.0,2013PASS,60000000,31165421.0,75965567.0,PG-13,True,English,USA,"Jessica Postigo (screenplay), Cassandra Clare (based on the novel by)",33.0,6.0,Harald Zwart,21,August,2013-08-21,"Lily Collins, Jamie Campbell Bower, Kevin Zegers, Jemima West",Action,5 wins & 3 nominations.,130 min,movie,"63,524",2013,60,31,75
2013,The Purge,3000000,64473115.0,91100541.0,2013FAIL,3000000,64473115.0,91100541.0,R,True,English,USA,James DeMonaco,41.0,5.5,James DeMonaco,7,June,2013-06-07,"Ethan Hawke, Lena Headey, Max Burkholder, Adelaide Kane",Horror,2 nominations.,85 min,movie,"68,599",2013,3,64,91
2013,The Smurfs 2,110000000,71017784.0,348545841.0,2013PASS,110000000,71017784.0,348545841.0,PG,True,"English, French",USA,"J. David Stem (screenplay), David N. Weiss (screenplay), Jay Scherick (screenplay), David Ronn (screenplay), Karey Kirkpatrick (screenplay), J. David Stem (story), David N. Weiss (story), Jay Scherick (story), David Ronn (story), Peyo (characters and works)",34.0,5.4,Raja Gosnell,31,July,2013-07-31,"Hank Azaria, Neil Patrick Harris, Brendan Gleeson, Jayma Mays",Animation,8 nominations.,105 min,movie,"16,291",2013,110,71,348
2013,The To Do List,1500000,3491669.0,3491669.0,2013PASS,1500000,3491669.0,3491669.0,R,True,English,USA,Maggie Carey (screenplay),61.0,5.8,Maggie Carey,26,July,2013-07-26,"Aubrey Plaza, Johnny Simmons, Bill Hader, Alia Shawkat",Comedy,,104 min,movie,"14,790",2013,1,3,3
2013,The Way Way Back,5000000,21502690.0,26161443.0,2013PASS,5000000,21502690.0,26161443.0,PG-13,True,English,USA,"Nat Faxon, Jim Rash",68.0,7.5,"Nat Faxon, Jim Rash",26,July,2013-07-26,"Steve Carell, Toni Collette, Allison Janney, AnnaSophia Robb",Comedy,3 wins & 17 nominations.,103 min,movie,"60,520",2013,5,21,26
2013,The Wolf of Wall Street,100000000,115702857.0,365702857.0,2013FAIL,100000000,115702857.0,365702857.0,R,True,"English, French",USA,"Terence Winter (screenplay), Jordan Belfort (book)",75.0,8.5,Martin Scorsese,25,December,2013-12-25,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey",Biography,Nominated for 5 Oscars. Another 17 wins & 62 nominations.,180 min,movie,"2,56,980",2013,100,115,365
2013,The Wolverine,115000000,132556852.0,416456852.0,2013PASS,115000000,132556852.0,416456852.0,PG-13,True,"English, Japanese",USA,"Mark Bomback (screenplay), Scott Frank (screenplay)",60.0,6.8,James Mangold,26,July,2013-07-26,"Hugh Jackman, Tao Okamoto, Rila Fukushima, Hiroyuki Sanada",Action,1 win & 5 nominations.,126 min,movie,"1,87,381",2013,115,132,416
2013,This Is the End,32000000,101470202.0,126294264.0,2013FAIL,32000000,101470202.0,126294264.0,R,True,"English, Spanish",USA,"Seth Rogen (screenplay), Evan Goldberg (screenplay), Seth Rogen (screen story), Evan Goldberg (screen story), Jason Stone (based on the short film ""Jay and Seth vs. The Apocalypse"" by)",67.0,6.9,"Evan Goldberg, Seth Rogen",12,June,2013-06-12,"James Franco, Jonah Hill, Seth Rogen, Jay Baruchel",Comedy,4 wins & 10 nominations.,107 min,movie,"1,88,103",2013,32,101,126
2013,Thor: The Dark World,170000000,204674790.0,631674790.0,2013FAIL,170000000,204674790.0,631674790.0,PG-13,True,English,USA,"Christopher Yost (screenplay), Christopher Markus (screenplay), Stephen McFeely (screenplay), Don Payne (story), Robert Rodat (story), Stan Lee (comic book), Larry Lieber (comic book), Jack Kirby (comic book)",54.0,7.3,Alan Taylor,8,November,2013-11-08,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins",Action,10 nominations.,112 min,movie,"1,95,634",2013,170,204,631
2013,Trance,16000000,2322593.0,22594052.0,2013FAIL,16000000,2322593.0,22594052.0,R,True,"English, French",UK,"Joe Ahearne (screenplay), John Hodge (screenplay), Joe Ahearne (story)",61.0,7.0,Danny Boyle,27,March,2013-03-27,"James McAvoy, Vincent Cassel, Rosario Dawson, Danny Sapani",Crime,4 wins & 2 nominations.,101 min,movie,"60,795",2013,16,2,22
2013,Turbo,135000000,83028130.0,283828130.0,2013FAIL,135000000,83028130.0,283828130.0,PG,True,English,USA,"Darren Lemke (screenplay), Robert D. Siegel (screenplay), David Soren (screenplay)",58.0,6.5,David Soren,17,July,2013-07-17,"Ryan Reynolds, Paul Giamatti, Michael Peña, Samuel L. Jackson",Animation,1 win & 10 nominations.,96 min,movie,"32,555",2013,135,83,283
2013,Warm Bodies,30000000,66380662.0,116643610.0,2013FAIL,30000000,66380662.0,116643610.0,PG-13,True,English,USA,"Jonathan Levine (screenplay), Isaac Marion (novel)",59.0,7.0,Jonathan Levine,1,February,2013-02-01,"Nicholas Hoult, Teresa Palmer, Analeigh Tipton, Rob Corddry",Comedy,1 win & 7 nominations.,98 min,movie,"1,29,637",2013,30,66,116
2013,White House Down,150000000,73103784.0,205440387.0,2013FAIL,150000000,73103784.0,205440387.0,PG-13,True,English,USA,James Vanderbilt,52.0,6.4,Roland Emmerich,28,June,2013-06-28,"Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke",Action,1 win & 6 nominations.,131 min,movie,"90,549",2013,150,73,205
2013,World War Z,190000000,202359711.0,539559711.0,2013FAIL,190000000,202359711.0,539559711.0,PG-13,True,"English, Spanish, Hebrew, Arabic",USA,"Matthew Michael Carnahan (screenplay), Drew Goddard (screenplay), Damon Lindelof (screenplay), Matthew Michael Carnahan (screen story), J. Michael Straczynski (screen story), Max Brooks (based on the novel by)",63.0,7.1,Marc Forster,21,June,2013-06-21,"Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale",Action,1 win & 10 nominations.,116 min,movie,"2,74,016",2013,190,202,539
2012,Abraham Lincoln: Vampire Hunter,67500000,37519139.0,115119139.0,2012FAIL,68488103,38068365.0,116804318.0,R,True,English,USA,"Seth Grahame-Smith (screenplay), Seth Grahame-Smith (based on the novel by)",42.0,6.0,Timur Bekmambetov,22,June,2012-06-22,"Benjamin Walker, Dominic Cooper, Anthony Mackie, Mary Elizabeth Winstead",Action,1 nomination.,105 min,movie,"1,00,839",2012,67,37,115
2012,Act of Valor,12000000,70012847.0,82497035.0,2012FAIL,12175663,71037735.0,83704673.0,R,True,"English, Russian",USA,Kurt Johnstad,40.0,6.5,"Mike McCoy, Scott Waugh",24,February,2012-02-24,"Rorke Denver, Dave, Sonny, Weimy",Action,Nominated for 1 Golden Globe. Another 1 win & 6 nominations.,110 min,movie,"47,427",2012,12,70,82
2012,Amour,9700000,6738954.0,25915719.0,2012FAIL,9841994,6837603.0,26295088.0,PG-13,True,"French, English",France,Michael Haneke (screenplay),94.0,7.8,Michael Haneke,20,September,2012-09-20,"Jean-Louis Trintignant, Emmanuelle Riva, Isabelle Huppert, Alexandre Tharaud",Drama,Won 1 Oscar. Another 53 wins & 38 nominations.,127 min,movie,"50,986",2012,9,6,25
2012,Anna Karenina,49000000,12816367.0,70735540.0,2012FAIL,49717290,13003980.0,71771007.0,R,True,English,UK,"Tom Stoppard (screenplay), Leo Tolstoy (novel)",63.0,6.6,Joe Wright,7,September,2012-09-07,"Matthew Macfadyen, Eric MacLennan, Kelly Macdonald, Theo Morrissey",Drama,Won 1 Oscar. Another 16 wins & 37 nominations.,129 min,movie,"48,320",2012,49,12,70
2012,Argo,44500000,136025503.0,221300694.0,2012PASS,45151416,138016721.0,224540219.0,R,True,"English, Persian",USA,"Chris Terrio (screenplay), Tony Mendez (based on a selection from ""The Master of Disguise"" by), Joshuah Bearman (based on the Wired Magazine article ""The Great Escape"" by)",86.0,7.8,Ben Affleck,12,October,2012-10-12,"Ben Affleck, Bryan Cranston, Alan Arkin, John Goodman",Biography,Won 3 Oscars. Another 66 wins & 77 nominations.,120 min,movie,"3,07,042",2012,44,136,221
2012,Battleship,209000000,65235400.0,304142720.0,2012FAIL,212059460,66190353.0,308594933.0,PG-13,True,English,USA,"Jon Hoeber, Erich Hoeber",41.0,5.9,Peter Berg,18,May,2012-05-18,"Taylor Kitsch, Alexander Skarsgård, Rihanna, Brooklyn Decker",Action,3 wins & 12 nominations.,131 min,movie,"1,56,293",2012,209,65,304
2012,Beasts of the Southern Wild,1800000,12795746.0,21080058.0,2012FAIL,1826349,12983057.0,21388640.0,PG-13,True,English,USA,"Lucy Alibar (screenplay), Benh Zeitlin (screenplay), Lucy Alibar (stage play ""Juicy and Delicious"")",86.0,7.3,Benh Zeitlin,5,July,2012-07-05,"Quvenzhané Wallis, Dwight Henry, Levy Easterly, Lowell Landes",Drama,Nominated for 4 Oscars. Another 66 wins & 66 nominations.,93 min,movie,"55,490",2012,1,12,21
2012,Blue Like Jazz,1200000,595018.0,595018.0,2012PASS,1217566,603728.0,603728.0,PG-13,True,English,USA,"Donald Miller (screenplay), Donald Miller (story), Ben Pearson (screenplay), Steve Taylor (screenplay)",48.0,6.0,Steve Taylor,13,April,2012-04-13,"Marshall Allman, Claire Holt, Tania Raymonde, Justin Welborn",Comedy,,108 min,movie,"2,016",2012,1,0,0
2012,Brave,185000000,237282182.0,554606532.0,2012PASS,187708135,240755653.0,562725176.0,PG,True,English,USA,"Brenda Chapman (story), Mark Andrews (screenplay), Steve Purcell (screenplay), Brenda Chapman (screenplay), Irene Mecchi (screenplay), Michael Arndt (additional screenplay material)",69.0,7.2,"Mark Andrews, Brenda Chapman, Steve Purcell",22,June,2012-06-22,"Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters",Animation,Won 1 Oscar. Another 13 wins & 27 nominations.,93 min,movie,"1,65,044",2012,185,237,554
2012,Bullet to the Head,55000000,9489829.0,13561515.0,2012FAIL,55805121,9628746.0,13760036.0,R,True,English,USA,"Alessandro Camon (screenplay), Alexis Nolent (based on the graphic novel ""Du plomb dans la tête"" by), Colin Wilson (based on the graphic novel ""Du plomb dans la tête"" illustrated by)",48.0,5.8,Walter Hill,1,February,2013-02-01,"Sylvester Stallone, Sung Kang, Sarah Shahi, Adewale Akinnuoye-Agbaje",Action,1 nomination.,92 min,movie,"28,954",2013,55,9,13
2012,Chernobyl Diaries,1000000,18119640.0,38390020.0,2012FAIL,1014639,18384886.0,38951995.0,R,True,English,USA,"Oren Peli (screenplay), Carey Van Dyke (screenplay), Shane Van Dyke (screenplay), Oren Peli (story)",,5.0,Bradley Parker,25,May,2012-05-25,"Ingrid Bolsø Berdal, Dimitri Diatchenko, Olivia Taylor Dudley, Devin Kelley",Horror,1 nomination.,86 min,movie,"41,471",2012,1,18,38
2012,Chronicle,12000000,64575175.0,127075175.0,2012FAIL,12175663,65520463.0,128935373.0,PG-13,True,English,USA,"Max Landis (screenplay), Max Landis (story), Josh Trank (story)",69.0,7.1,Josh Trank,3,February,2012-02-03,"Dane DeHaan, Alex Russell, Michael B. Jordan, Michael Kelly",Drama,1 win & 2 nominations.,84 min,movie,"1,55,497",2012,12,64,127
2012,Cloud Atlas,102000000,27108272.0,126018564.0,2012PASS,103493134,27505098.0,127863295.0,R,True,"English, Spanish",Germany,"David Mitchell (novel), Lana Wachowski (written for the screen by), Tom Tykwer (written for the screen by), Andy Wachowski (written for the screen by)",55.0,7.6,"Tom Tykwer, Andy Wachowski, Lana Wachowski",26,October,2012-10-26,"Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving",Adventure,Nominated for 1 Golden Globe. Another 14 wins & 26 nominations.,172 min,movie,"2,10,794",2012,102,27,126
2012,Contraband,25000000,66528000.0,98406855.0,2012PASS,25365964,67501874.0,99847390.0,R,True,"English, Spanish",USA,"Aaron Guzikowski (screenplay), Arnaldur Indriðason (film ""Reykjavik-Rotterdam""), Óskar Jónasson (film ""Reykjavik-Rotterdam"")",51.0,6.5,Baltasar Kormákur,13,January,2012-01-13,"Mark Wahlberg, Kate Beckinsale, Ben Foster, Giovanni Ribisi",Action,,109 min,movie,"82,090",2012,25,66,98
2012,Django Unchained,100000000,162805434.0,425373688.0,2012FAIL,101463857,165188672.0,431600549.0,R,True,"English, German, French",USA,Quentin Tarantino,81.0,8.5,Quentin Tarantino,25,December,2012-12-25,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington",Adventure,Won 2 Oscars. Another 36 wins & 58 nominations.,165 min,movie,"5,68,931",2012,100,162,425
2012,Flight,31000000,93772375.0,161772375.0,2012FAIL,31453796,95145068.0,164140491.0,R,True,English,USA,John Gatins,76.0,7.3,Robert Zemeckis,2,November,2012-11-02,"Nadine Velazquez, Denzel Washington, Carter Cabassa, Adam C. Edwards",Drama,Nominated for 2 Oscars. Another 11 wins & 31 nominations.,138 min,movie,"1,93,334",2012,31,93,161
2012,Frankenweenie,39000000,35287788.0,81150788.0,2012FAIL,39570904,35804351.0,82338719.0,PG,True,English,USA,"Leonard Ripps, Tim Burton (original idea), John August (screenplay)",74.0,7.0,Tim Burton,5,October,2012-10-05,"Catherine O'Hara, Martin Short, Martin Landau, Charlie Tahan",Animation,Nominated for 1 Oscar. Another 12 wins & 27 nominations.,87 min,movie,"52,987",2012,39,35,81
2012,Hotel Transylvania,85000000,148313048.0,359222014.0,2012PASS,86244278,150484138.0,364480509.0,PG,True,English,USA,"Peter Baynham (screenplay), Robert Smigel (screenplay), Todd Durham (story), Dan Hageman (story), Kevin Hageman (story)",47.0,7.1,Genndy Tartakovsky,28,September,2012-09-28,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",Animation,Nominated for 1 Golden Globe. Another 3 wins & 11 nominations.,91 min,movie,"96,774",2012,85,148,359
2012,Jack Reacher,60000000,80070736.0,217370736.0,2012FAIL,60878314,81242857.0,220552732.0,PG-13,True,English,USA,"Christopher McQuarrie (screenplay), Lee Child (based on the book ""One Shot"" by)",50.0,7.0,Christopher McQuarrie,21,December,2012-12-21,"Tom Cruise, Rosamund Pike, Richard Jenkins, David Oyelowo",Action,1 win & 3 nominations.,130 min,movie,"1,52,015",2012,60,80,217
2012,John Carter,275000000,73058679.0,282778100.0,2012PASS,279025606,74128153.0,286917566.0,PG-13,True,English,USA,"Andrew Stanton (screenplay), Mark Andrews (screenplay), Michael Chabon (screenplay), Edgar Rice Burroughs (story)",51.0,6.6,Andrew Stanton,9,March,2012-03-09,"Taylor Kitsch, Lynn Collins, Samantha Morton, Willem Dafoe",Action,1 win & 4 nominations.,132 min,movie,"1,65,198",2012,275,73,282
2012,Killing Them Softly,15000000,14945541.0,37238774.0,2012FAIL,15219578,15164322.0,37783896.0,R,True,English,USA,"Andrew Dominik (screenplay), George V. Higgins (based on the novel ""Cogan's Trade"" by)",64.0,6.2,Andrew Dominik,30,November,2012-11-30,"Brad Pitt, Scoot McNairy, Ben Mendelsohn, James Gandolfini",Crime,2 wins & 2 nominations.,97 min,movie,"85,170",2012,15,14,37
2012,Life of Pi,120000000,124987022.0,607987022.0,2012FAIL,121756628,126816653.0,616887080.0,PG,True,"English, Tamil, French, Japanese, Hindi, Chinese",USA,"Yann Martel (novel), David Magee (screenplay)",79.0,8.1,Ang Lee,21,November,2012-11-21,"Suraj Sharma, Irrfan Khan, Ayush Tandon, Gautam Belur",Adventure,Won 4 Oscars. Another 50 wins & 79 nominations.,127 min,movie,"2,97,300",2012,120,124,607
2012,Lincoln,65000000,182207973.0,273000960.0,2012PASS,65951507,184875236.0,276997302.0,PG-13,True,English,USA,"Tony Kushner (screenplay), Doris Kearns Goodwin (book)",86.0,7.5,Steven Spielberg,16,November,2012-11-16,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt",Biography,Won 2 Oscars. Another 63 wins & 115 nominations.,150 min,movie,"1,46,470",2012,65,182,273
2012,Mirror Mirror,85000000,64935167.0,168611991.0,2012FAIL,86244278,65885725.0,171080229.0,PG,True,English,USA,"Marc Klein (screenplay), Jason Keller (screenplay), Melisa Wallack (screen story)",46.0,5.6,Tarsem Singh,30,March,2012-03-30,"Julia Roberts, Lily Collins, Armie Hammer, Nathan Lane",Adventure,Nominated for 1 Oscar. Another 2 wins & 4 nominations.,106 min,movie,"54,869",2012,85,64,168
2012,Moonrise Kingdom,16000000,45512466.0,64012466.0,2012PASS,16234217,46178703.0,64949517.0,PG-13,True,English,USA,"Wes Anderson, Roman Coppola",84.0,7.8,Wes Anderson,29,June,2012-06-29,"Bruce Willis, Edward Norton, Bill Murray, Frances McDormand",Comedy,Nominated for 1 Oscar. Another 29 wins & 56 nominations.,94 min,movie,"1,60,434",2012,16,45,64
2012,Much Ado About Nothing,8000000,22549338.0,22549338.0,2012FAIL,8117109,22879428.0,22879428.0,PG-13,True,English,USA,"Joss Whedon (written for the screen by), William Shakespeare (play)",78.0,7.4,Joss Whedon,14,June,2013-06-14,"Amy Acker, Alexis Denisof, Nathan Fillion, Clark Gregg",Comedy,2 wins & 2 nominations.,109 min,movie,"8,899",2013,8,22,22
