year,title,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,rated,response,language,country,writer,metascore,imdb_rating,director,released_day,released_month,released,actors,genre,awards,runtime,type,imdb_votes,released_year,Budget,Domestic,International
2003,Secondhand Lions,30000000,42070939.0,47902566.0,2003FAIL,37982609,53265467.0,60648814.0,PG,True,English,USA,Tim McCanlies,52.0,7.6,Tim McCanlies,19,September,2003-09-19,"Michael Caine, Robert Duvall, Haley Joel Osment, Kyra Sedgwick",Comedy,5 nominations.,109 min,movie,"35,996",2003,30,42,47
2003,Shanghai Knights,50000000,60470220.0,88316835.0,2003FAIL,63304348,76560557.0,111816793.0,PG-13,True,"English, Mandarin",USA,"Alfred Gough (characters), Miles Millar (characters), Alfred Gough, Miles Millar",58.0,6.2,David Dobkin,7,February,2003-02-07,"Jackie Chan, Owen Wilson, Aaron Taylor-Johnson, Tom Fisher",Action,4 nominations.,114 min,movie,"61,549",2003,50,60,88
2003,Shattered Glass,6000000,2207975.0,2932719.0,2003FAIL,7596522,2795488.0,3713077.0,PG-13,True,English,USA,"Buzz Bissinger (article), Billy Ray",73.0,7.3,Billy Ray,26,December,2003-12-26,"Hayden Christensen, Peter Sarsgaard, Chloë Sevigny, Rosario Dawson",Drama,Nominated for 1 Golden Globe. Another 12 wins & 18 nominations.,94 min,movie,"25,528",2003,6,2,2
2003,Sinbad: Legend of the Seven Seas,60000000,26483452.0,80767884.0,2003FAIL,75965217,33530353.0,102259164.0,PG,True,"English, Cantonese, Italian",USA,John Logan (screenplay),48.0,6.6,"Patrick Gilmore, Tim Johnson",2,July,2003-07-02,"Brad Pitt, Catherine Zeta-Jones, Michelle Pfeiffer, Joseph Fiennes",Adventure,8 nominations.,86 min,movie,"26,877",2003,60,26,80
2003,Spy Kids 3-D: Game Over,40000000,111760631.0,167851995.0,2003PASS,50643478,141498677.0,212515222.0,PG,True,English,USA,Robert Rodriguez (script),57.0,4.1,Robert Rodriguez,25,July,2003-07-25,"Antonio Banderas, Carla Gugino, Alexa PenaVega, Daryl Sabara",Action,2 wins & 1 nomination.,84 min,movie,"29,719",2003,40,111,167
2003,Swimming Pool,7800000,10130108.0,22441323.0,2003PASS,9875478,12825598.0,28412666.0,R,True,"English, French",France,"François Ozon (screenplay), Emmanuèle Bernheim, Sionann O'Neill (translation: English)",70.0,6.8,François Ozon,21,May,2003-05-21,"Charlotte Rampling, Ludivine Sagnier, Charles Dance, Jean-Marie Lamour",Thriller,4 wins & 16 nominations.,102 min,movie,"30,037",2003,7,10,22
2003,Terminator 3: Rise of the Machines,170000000,150358296.0,433058296.0,2003PASS,215234783,190366677.0,548289460.0,R,True,English,USA,"James Cameron (characters), Gale Anne Hurd (characters), John D. Brancato (story), Michael Ferris (story), Tedi Sarafian (story), John D. Brancato (screenplay), Michael Ferris (screenplay)",66.0,6.4,Jonathan Mostow,2,July,2003-07-02,"Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken",Action,2 wins & 17 nominations.,109 min,movie,"2,26,497",2003,170,150,433
2003,The Core,85000000,31111260.0,74132631.0,2003PASS,107617391,39389560.0,93858357.0,PG-13,True,English,USA,"Cooper Layne, John Rogers",48.0,5.4,Jon Amiel,28,March,2003-03-28,"Aaron Eckhart, Christopher Shyer, Ray Galletti, Hilary Swank",Action,,135 min,movie,"64,714",2003,85,31,74
2003,The Italian Job,60000000,106126012.0,176262839.0,2003FAIL,75965217,134364760.0,223164081.0,PG-13,True,"English, Russian, Italian",USA,"Troy Kennedy-Martin, Donna Powers (screenplay), Wayne Powers (screenplay)",68.0,7.0,F. Gary Gray,30,May,2003-05-30,"Mark Wahlberg, Charlize Theron, Donald Sutherland, Jason Statham",Action,5 wins & 7 nominations.,111 min,movie,"2,24,597",2003,60,106,176
2003,The Jungle Book 2,20000000,47901582.0,135703599.0,2003FAIL,25321739,60647568.0,171812557.0,G,True,English,USA,"Karl Geurs (screenplay), Carter Crocker (additional written material), Evan Spiliotopoulos (additional written material), David Reynolds (additional written material), Roger S.H. Schulman (additional written material), Tom Rogers (additional written material)",38.0,5.3,Steve Trenbirth,14,February,2003-02-14,"John Goodman, Haley Joel Osment, Mae Whitman, Connor Funk",Adventure,1 win & 9 nominations.,72 min,movie,"8,486",2003,20,47,135
2003,The Last Samurai,140000000,111110575.0,456810575.0,2003FAIL,177252174,140675650.0,578361911.0,R,True,"English, Japanese",USA,"John Logan (story), John Logan (screenplay), Edward Zwick (screenplay), Marshall Herskovitz (screenplay)",55.0,7.7,Edward Zwick,5,December,2003-12-05,"Ken Watanabe, Tom Cruise, William Atherton, Chad Lindberg",Action,Nominated for 4 Oscars. Another 18 wins & 39 nominations.,154 min,movie,"2,41,419",2003,140,111,456
2003,The League of Extraordinary Gentlemen,78000000,66465204.0,179265204.0,2003FAIL,98754783,84150728.0,226965337.0,PG-13,True,"English, German, Italian",USA,"Alan Moore (comic books), Kevin O'Neill (comic books), James Robinson (screenplay)",30.0,5.8,Stephen Norrington,11,July,2003-07-11,"Sean Connery, Naseeruddin Shah, Peta Wilson, Tony Curran",Action,6 nominations.,110 min,movie,"1,08,276",2003,78,66,179
2003,The Lord of the Rings: The Return of the King,94000000,377845905.0,1141408667.0,2003FAIL,119012174,478385772.0,1445122625.0,PG-13,True,"English, Quenya, Old English, Sindarin",USA,"J.R.R. Tolkien (novel), Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay)",94.0,8.9,Peter Jackson,17,December,2003-12-17,"Noel Appleby, Alexandra Astin, Sean Astin, David Aston",Action,Won 11 Oscars. Another 122 wins & 74 nominations.,201 min,movie,"8,40,207",2003,94,377,1141
2003,The Matrix Reloaded,127000000,281553689.0,738576929.0,2003PASS,160793043,356471453.0,935102616.0,R,True,"English, French",USA,"Andy Wachowski, Lana Wachowski, Andy Wachowski (characters), Lana Wachowski (characters)",62.0,7.2,"Andy Wachowski, Lana Wachowski",15,May,2003-05-15,"Ray Anthony, Christine Anu, Andy Arness, Alima Ashton-Sheibu",Action,5 wins & 20 nominations.,138 min,movie,"3,32,152",2003,127,281,738
2003,The Matrix Revolutions,110000000,139259759.0,424259759.0,2003PASS,139269565,176314964.0,537149747.0,R,True,"English, French",Australia,"Andy Wachowski, Lana Wachowski, Andy Wachowski (characters), Lana Wachowski (characters)",47.0,6.7,"Andy Wachowski, Lana Wachowski",5,November,2003-11-05,"Mary Alice, Tanveer K. Atwal, Helmut Bakaitis, Kate Beahan",Action,1 win & 18 nominations.,129 min,movie,"2,87,262",2003,110,139,424
2003,The Missing,65000000,26900336.0,38253433.0,2003PASS,82295652,34058165.0,48432173.0,R,True,"English, Apache languages, Spanish",USA,"Thomas Eidson (novel), Ken Kaufman (screenplay)",55.0,6.5,Ron Howard,26,November,2003-11-26,"Tommy Lee Jones, Cate Blanchett, Evan Rachel Wood, Jenna Boyd",Adventure,1 win & 7 nominations.,137 min,movie,"23,657",2003,65,26,38
2003,Thirteen,2000000,4601043.0,9505996.0,2003PASS,2532174,5825321.0,12035418.0,R,True,"English, Spanish, Portuguese",USA,"Catherine Hardwicke, Nikki Reed",70.0,6.9,Catherine Hardwicke,7,November,2003-11-07,"Nikki Reed, Evan Rachel Wood, Vanessa Hudgens, Holly Hunter",Biography,Nominated for 1 Oscar. Another 14 wins & 36 nominations.,100 min,movie,"56,020",2003,2,4,9
2003,Timeline,80000000,19480739.0,26703184.0,2003FAIL,101286957,24664310.0,33808553.0,PG-13,True,"English, French",USA,"Michael Crichton (novel), Jeff Maguire (screenplay), George Nolfi (screenplay)",28.0,5.6,Richard Donner,26,November,2003-11-26,"Paul Walker, Frances O'Connor, Gerard Butler, Billy Connolly",Action,,116 min,movie,"45,861",2003,80,19,26
2003,Undead,750000,41196.0,229250.0,2003PASS,949565,52158.0,290250.0,R,True,English,Australia,"Michael Spierig, Peter Spierig",34.0,5.6,"Michael Spierig, Peter Spierig",4,September,2003-09-04,"Felicity Mason, Mungo McKay, Rob Jenkins, Lisa Cunningham",Action,3 wins & 4 nominations.,97 min,movie,"10,298",2003,0,0,0
2003,Underworld,22000000,51970690.0,95708457.0,2003FAIL,27853913,65799413.0,121175229.0,R,True,English,UK,"Kevin Grevioux (story), Len Wiseman (story), Danny McBride (story), Danny McBride (screenplay)",42.0,7.0,Len Wiseman,19,September,2003-09-19,"Kate Beckinsale, Scott Speedman, Michael Sheen, Shane Brolly",Action,1 win & 8 nominations.,121 min,movie,"1,63,653",2003,22,51,95
2003,Wrong Turn,10000000,15417771.0,28649556.0,2003PASS,12660870,19520239.0,36272829.0,R,True,English,USA,Alan B. McElroy,32.0,6.1,Rob Schmidt,30,May,2003-05-30,"Desmond Harrington, Eliza Dushku, Emmanuelle Chriqui, Jeremy Sisto",Horror,3 nominations.,84 min,movie,"68,644",2003,10,15,28
2002,25th Hour,4500000,13084595.0,25344490.0,2002FAIL,5828306,16946895.0,32825657.0,R,True,English,USA,"David Benioff (novel), David Benioff (screenplay)",67.0,7.7,Spike Lee,10,January,2003-01-10,"Edward Norton, Philip Seymour Hoffman, Barry Pepper, Rosario Dawson",Crime,Nominated for 1 Golden Globe. Another 4 wins & 7 nominations.,135 min,movie,"1,27,846",2003,4,13,25
2002,28 Days Later...,8000000,45064915.0,82955633.0,2002PASS,10361434,58367141.0,107442412.0,R,True,"English, Spanish",UK,Alex Garland,73.0,7.7,Danny Boyle,27,June,2003-06-27,"Alex Palmer, Bindu De Stoppani, Jukka Hiltunen, David Schneider",Horror,10 wins & 25 nominations.,113 min,movie,"2,31,689",2003,8,45,82
2002,8 Mile,41000000,116724075.0,242924075.0,2002FAIL,53102348,151178596.0,314630213.0,R,True,English,USA,Scott Silver,77.0,6.9,Curtis Hanson,8,November,2002-11-08,"Eminem, Kim Basinger, Mekhi Phifer, Brittany Murphy",Drama,Won 1 Oscar. Another 8 wins & 19 nominations.,110 min,movie,"1,36,890",2002,41,116,242
2002,About Schmidt,30000000,65005217.0,105823486.0,2002FAIL,38855376,84193406.0,137060380.0,R,True,English,USA,"Louis Begley (novel), Alexander Payne (screenplay), Jim Taylor (screenplay)",85.0,7.2,Alexander Payne,3,January,2003-01-03,"Jack Nicholson, Kathy Bates, Hope Davis, Dermot Mulroney",Comedy,Nominated for 2 Oscars. Another 34 wins & 35 nominations.,125 min,movie,"92,694",2003,30,65,105
2002,All or Nothing,9000000,184255.0,184255.0,2002PASS,11656613,238643.0,238643.0,R,True,"English, Arabic, French",UK,Mike Leigh,72.0,7.6,Mike Leigh,18,October,2002-10-18,"Alison Garland, Jean Ainslie, Timothy Spall, Badi Uzzaman",Drama,3 wins & 12 nominations.,128 min,movie,"6,941",2002,9,0,0
2002,Antwone Fisher,12500000,21078145.0,23367586.0,2002FAIL,16189740,27299975.0,30265212.0,PG-13,True,"English, Japanese",USA,Antwone Fisher,62.0,7.3,Denzel Washington,10,January,2003-01-10,"Derek Luke, Malcolm David Kelley, Cory Hodges, Denzel Washington",Biography,18 wins & 19 nominations.,120 min,movie,"22,045",2003,12,21,23
2002,Austin Powers in Goldmember,63000000,213117789.0,292738626.0,2002FAIL,81596291,276025731.0,379148984.0,PG-13,True,"English, Japanese, German, French",USA,"Mike Myers, Michael McCullers, Mike Myers (characters created by)",62.0,6.2,Jay Roach,26,July,2002-07-26,"Mike Myers, Beyoncé Knowles, Seth Green, Michael York",Action,5 wins & 19 nominations.,94 min,movie,"1,32,448",2002,63,213,292
2002,Bend It Like Beckham,5600000,32543449.0,76730377.0,2002PASS,7253004,42149599.0,99379590.0,PG-13,True,"English, Panjabi, Hindi, German",UK,"Gurinder Chadha, Guljit Bindra, Paul Mayeda Berges",66.0,6.7,Gurinder Chadha,1,August,2003-08-01,"Parminder Nagra, Keira Knightley, Jonathan Rhys Meyers, Anupam Kher",Comedy,Nominated for 1 Golden Globe. Another 17 wins & 18 nominations.,112 min,movie,"73,483",2003,5,32,76
2002,Blade II,54000000,81676888.0,154338601.0,2002FAIL,69939678,105786208.0,199896148.0,R,True,"English, Romanian, Czech",USA,"Marv Wolfman (character), Gene Colan (character), David S. Goyer",52.0,6.7,Guillermo del Toro,22,March,2002-03-22,"Wesley Snipes, Kris Kristofferson, Ron Perlman, Leonor Varela",Action,7 wins & 7 nominations.,117 min,movie,"1,19,763",2002,54,81,154
2002,Blue Crush,30000000,40118420.0,51618420.0,2002PASS,38855376,51960544.0,66855105.0,PG-13,True,English,USA,"Susan Orlean (magazine article ""Surf Girls of Maui""), Lizzy Weiss (story), Lizzy Weiss (screenplay), John Stockwell (screenplay)",61.0,5.6,John Stockwell,16,August,2002-08-16,"Kate Bosworth, Matthew Davis, Michelle Rodriguez, Sanoe Lake",Drama,1 win & 6 nominations.,104 min,movie,"22,240",2002,30,40,51
2002,Cabin Fever,1500000,21158188.0,30351664.0,2002PASS,1942769,27403645.0,39310844.0,R,True,English,USA,"Eli Roth, Randy Pearlstein, Eli Roth (story)",56.0,5.6,Eli Roth,12,September,2003-09-12,"Rider Strong, Jordan Ladd, James DeBello, Cerina Vincent",Horror,5 wins & 8 nominations.,93 min,movie,"51,511",2003,1,21,30
2002,Carrie,30000000,35266619.0,85001659.0,2002PASS,38855376,45676592.0,110092382.0,TV-14,True,English,USA,"Bryan Fuller (teleplay), Stephen King (novel)",,5.5,David Carson,4,November,2002-11-04,"Angela Bettis, Patricia Clarkson, Rena Sofer, Kandyse McClure",Drama,2 nominations.,132 min,movie,"6,358",2002,30,35,85
2002,Catch Me If You Can,52000000,164606800.0,351106800.0,2002FAIL,67349319,213195306.0,454746230.0,PG-13,True,"English, French",USA,"Jeff Nathanson (screenplay), Frank Abagnale Jr. (book), Stan Redding (book)",76.0,8.0,Steven Spielberg,25,December,2002-12-25,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen",Biography,Nominated for 2 Oscars. Another 11 wins & 20 nominations.,141 min,movie,"3,40,530",2002,52,164,351
2002,Chicago,30000000,170687518.0,307687518.0,2002PASS,38855376,221070926.0,398510478.0,PG-13,True,"English, Hungarian",USA,"Bill Condon (screenplay), Bob Fosse (book), Fred Ebb (book), Maurine Dallas Watkins (play)",82.0,7.2,Rob Marshall,24,January,2003-01-24,"Taye Diggs, Cliff Saunders, Catherine Zeta-Jones, Renée Zellweger",Comedy,Won 6 Oscars. Another 42 wins & 57 nominations.,113 min,movie,"1,38,736",2003,30,170,307
2002,Crossroads,12000000,37188667.0,57000000.0,2002PASS,15542151,48165989.0,73825215.0,PG-13,True,English,USA,Shonda Rhimes,27.0,3.2,Tamra Davis,15,February,2002-02-15,"Britney Spears, Anson Mount, Zoe Saldana, Taryn Manning",Adventure,2 wins & 11 nominations.,93 min,movie,"30,198",2002,12,37,57
2002,Death to Smoochy,50000000,8355815.0,8374062.0,2002FAIL,64758961,10822278.0,10845911.0,R,True,English,USA,Adam Resnick,38.0,6.4,Danny DeVito,29,March,2002-03-29,"Robin Williams, Edward Norton, Catherine Keener, Danny DeVito",Comedy,1 nomination.,109 min,movie,"30,506",2002,50,8,8
2002,Die Another Day,142000000,160942139.0,431942139.0,2002FAIL,183915449,208448913.0,559442481.0,PG-13,True,"English, Korean, Cantonese, Spanish, German, Icelandic, Italian",UK,"Ian Fleming (characters), Neal Purvis, Robert Wade",56.0,6.1,Lee Tamahori,22,November,2002-11-22,"Pierce Brosnan, Halle Berry, Toby Stephens, Rosamund Pike",Action,Nominated for 1 Golden Globe. Another 5 wins & 28 nominations.,133 min,movie,"1,32,480",2002,142,160,431
2002,Drumline,20000000,56398162.0,56398162.0,2002FAIL,25903584,73045727.0,73045727.0,PG-13,True,English,USA,"Shawn Schepps (story), Tina Gordon Chism (screenplay), Shawn Schepps (screenplay)",63.0,5.5,Charles Stone III,13,December,2002-12-13,"Nick Cannon, Zoe Saldana, Orlando Jones, Leonard Roberts",Comedy,12 nominations.,118 min,movie,"25,457",2002,20,56,56
2002,Equilibrium,20000000,1190018.0,5345869.0,2002FAIL,25903584,1541287.0,6923858.0,R,True,English,USA,Kurt Wimmer,33.0,7.6,Kurt Wimmer,26,February,2003-02-26,"Christian Bale, Dominic Purcell, Sean Bean, Christian Kahrmann",Action,2 nominations.,107 min,movie,"2,09,008",2003,20,1,5
2002,Far from Heaven,13500000,15901849.0,29027914.0,2002PASS,17484919,20595744.0,37596351.0,PG-13,True,English,USA,Todd Haynes,84.0,7.4,Todd Haynes,12,March,2003-03-12,"Julianne Moore, Dennis Quaid, Dennis Haysbert, Patricia Clarkson",Drama,Nominated for 4 Oscars. Another 91 wins & 39 nominations.,107 min,movie,"31,234",2003,13,15,29
2002,Frida,12000000,25885000.0,55710675.0,2002FAIL,15542151,33525714.0,72155308.0,R,True,"English, French, Russian",USA,"Hayden Herrera (book), Clancy Sigal (screenplay), Diane Lake (screenplay), Gregory Nava (screenplay), Anna Thomas (screenplay)",61.0,7.4,Julie Taymor,20,November,2002-11-20,"Salma Hayek, Alfred Molina, Antonio Banderas, Valeria Golino",Biography,Won 2 Oscars. Another 15 wins & 29 nominations.,123 min,movie,"49,417",2002,12,25,55
2002,Funny Ha Ha,30000,77070.0,77070.0,2002PASS,38855,99819.0,99819.0,,True,English,USA,Andrew Bujalski,78.0,6.4,Andrew Bujalski,19,April,2007-04-19,"Kate Dollenmayer, Mark Herlehy, Christian Rudder, Jennifer L. Schaper",Comedy,3 wins & 1 nomination.,89 min,movie,"1,595",2007,0,0,0
2002,Gangs of New York,97000000,77730500.0,190400000.0,2002FAIL,125632384,100674928.0,246602123.0,R,True,"English, Irish, Chinese, Latin",USA,"Jay Cocks (story), Jay Cocks (screenplay), Steven Zaillian (screenplay), Kenneth Lonergan (screenplay)",72.0,7.5,Martin Scorsese,20,December,2002-12-20,"Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent",Crime,Nominated for 10 Oscars. Another 42 wins & 64 nominations.,167 min,movie,"2,35,965",2002,97,77,190
2002,Gerry,7000000,254683.0,254683.0,2002FAIL,9066255,329860.0,329860.0,R,True,English,USA,"Casey Affleck, Matt Damon, Gus Van Sant",54.0,6.2,Gus Van Sant,20,September,2002-09-20,"Casey Affleck, Matt Damon",Adventure,2 wins & 3 nominations.,103 min,movie,"13,015",2002,7,0,0
2002,Harry Potter and the Chamber of Secrets,100000000,261987880.0,878979634.0,2002PASS,129517922,339321257.0,1138436153.0,PG,True,English,USA,"J.K. Rowling (novel), Steve Kloves (screenplay)",63.0,7.3,Chris Columbus,15,November,2002-11-15,"Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Griffiths",Adventure,Nominated for 3 BAFTA Film Awards. Another 10 wins & 31 nominations.,161 min,movie,"2,84,412",2002,100,261,878
2002,High Crimes,42000000,41543207.0,63781100.0,2002PASS,54397527,53805898.0,82607955.0,PG-13,True,"English, Spanish",USA,"Joseph Finder (novel), Yuri Zeltser (screenplay), Grace Cary Bickley (screenplay)",48.0,6.3,Carl Franklin,5,April,2002-04-05,"Ashley Judd, Morgan Freeman, Jim Caviezel, Adam Scott",Crime,2 nominations.,115 min,movie,"24,906",2002,42,41,63
2002,I Spy,70000000,33561137.0,60279822.0,2002FAIL,90662545,43467687.0,78073173.0,PG-13,True,"English, Hungarian, Russian",USA,"Morton S. Fine (characters), David Friedkin (characters), Marianne Wibberley (story), Cormac Wibberley (story), Marianne Wibberley (screenplay), Cormac Wibberley (screenplay), Jay Scherick (screenplay), David Ronn (screenplay)",35.0,5.4,Betty Thomas,1,November,2002-11-01,"Eddie Murphy, Owen Wilson, Famke Janssen, Malcolm McDowell",Action,1 win & 4 nominations.,97 min,movie,"35,466",2002,70,33,60
2002,Ice Age,65000000,176387405.0,386116343.0,2002FAIL,84186649,228453301.0,500089862.0,PG,True,"English, Croatian",USA,"Michael J. Wilson (story), Michael Berg (screenplay), Michael J. Wilson (screenplay), Peter Ackerman (screenplay), James Bresnahan (additional story), Doug Compton (additional story), Mike Thurmeier (additional story), Jeff Siergey (additional story), Galen T. Chu (additional story), Xeth Feinberg (additional story)",60.0,7.6,"Chris Wedge, Carlos Saldanha",15,March,2002-03-15,"Ray Romano, John Leguizamo, Denis Leary, Goran Visnjic",Animation,Nominated for 1 Oscar. Another 4 wins & 23 nominations.,81 min,movie,"2,32,009",2002,65,176,386
2002,Igby Goes Down,9000000,4777465.0,4777465.0,2002FAIL,11656613,6187673.0,6187673.0,R,True,English,USA,Burr Steers,72.0,7.0,Burr Steers,1,May,2003-05-01,"Kieran Culkin, Claire Danes, Jeff Goldblum, Jared Harris",Comedy,Nominated for 2 Golden Globes. Another 7 wins & 10 nominations.,98 min,movie,"26,837",2003,9,4,4
2002,Insomnia,46000000,67263182.0,113622499.0,2002FAIL,59578244,87117875.0,147161499.0,R,True,English,USA,"Hillary Seitz (screenplay), Nikolaj Frobenius, Erik Skjoldbjærg",78.0,7.2,Christopher Nolan,24,May,2002-05-24,"Al Pacino, Martin Donovan, Oliver 'Ole' Zemen, Hilary Swank",Crime,1 win & 8 nominations.,118 min,movie,"1,69,740",2002,46,67,113
2002,Maid in Manhattan,55000000,93932896.0,163838217.0,2002PASS,71234857,121659935.0,212199853.0,PG-13,True,"English, French, Spanish",USA,"John Hughes (story), Kevin Wade (screenplay)",45.0,4.9,Wayne Wang,13,December,2002-12-13,"Jennifer Lopez, Ralph Fiennes, Natasha Richardson, Stanley Tucci",Comedy,8 nominations.,105 min,movie,"55,061",2002,55,93,163
2002,May,1750000,145540.0,497339.0,2002PASS,2266564,188500.0,644143.0,R,True,English,USA,Lucky McKee,58.0,6.8,Lucky McKee,11,April,2003-04-11,"Angela Bettis, Jeremy Sisto, Anna Faris, James Duval",Drama,11 wins & 4 nominations.,93 min,movie,"21,725",2003,1,0,0
2002,Men in Black II,140000000,190418803.0,441767803.0,2002FAIL,181325090,246626476.0,572168477.0,PG-13,True,English,USA,"Lowell Cunningham (comic book ""Malibu Comics""), Robert Gordon (story), Robert Gordon (screenplay), Barry Fanaro (screenplay)",49.0,6.0,Barry Sonnenfeld,3,July,2002-07-03,"Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle",Action,2 wins & 9 nominations.,88 min,movie,"1,86,510",2002,140,190,441
2002,Minority Report,102000000,132024714.0,358824714.0,2002FAIL,132108280,170995666.0,464742312.0,PG-13,True,"English, Swedish",USA,"Philip K. Dick (short story), Scott Frank (screenplay), Jon Cohen (screenplay)",80.0,7.7,Steven Spielberg,21,June,2002-06-21,"Tom Cruise, Max von Sydow, Steve Harris, Neal McDonough",Action,Nominated for 1 Oscar. Another 16 wins & 50 nominations.,145 min,movie,"3,06,762",2002,102,132,358
2002,My Big Fat Greek Wedding,5000000,241438208.0,352242522.0,2002PASS,6475896,312705749.0,456217193.0,PG,True,"English, Greek",USA,Nia Vardalos,62.0,6.6,Joel Zwick,2,August,2002-08-02,"Nia Vardalos, Michael Constantine, Christina Eleusiniotis, Kaylee Vieira",Comedy,Nominated for 1 Oscar. Another 16 wins & 23 nominations.,95 min,movie,"81,923",2002,5,241,352
2002,Panic Room,48000000,95308367.0,196308367.0,2002PASS,62168602,123441416.0,254254517.0,R,True,English,USA,David Koepp,65.0,6.8,David Fincher,29,March,2002-03-29,"Jodie Foster, Kristen Stewart, Forest Whitaker, Dwight Yoakam",Crime,1 win & 7 nominations.,112 min,movie,"1,61,678",2002,48,95,196
2002,Phone Booth,11000000,46566212.0,97837138.0,2002FAIL,14246971,60311590.0,126716628.0,R,True,"English, Swahili",USA,Larry Cohen,56.0,7.1,Joel Schumacher,4,April,2003-04-04,"Colin Farrell, Kiefer Sutherland, Forest Whitaker, Radha Mitchell",Mystery,7 nominations.,81 min,movie,"1,59,993",2003,11,46,97
2002,Queen of the Damned,35000000,30307804.0,30307804.0,2002PASS,45331273,39254038.0,39254038.0,R,True,English,USA,"Anne Rice (novels), Scott Abbott (screenplay), Michael Petroni (screenplay)",30.0,5.1,Michael Rymer,22,February,2002-02-22,"Aaliyah, Stuart Townsend, Marguerite Moreau, Vincent Perez",Fantasy,1 win & 5 nominations.,101 min,movie,"36,610",2002,35,30,30
2002,Rabbit-Proof Fence,7000000,6199600.0,16866928.0,2002PASS,9066255,8029593.0,21845695.0,PG,True,"Aboriginal, English",Australia,"Doris Pilkington (book), Christine Olsen (screenplay)",80.0,7.5,Phillip Noyce,21,February,2002-02-21,"Everlyn Sampi, Tianna Sansbury, Laura Monaghan, David Gulpilil",Adventure,Nominated for 1 Golden Globe. Another 22 wins & 22 nominations.,94 min,movie,"20,289",2002,7,6,16
2002,Real Women Have Curves,3000000,5853194.0,5853194.0,2002PASS,3885538,7580935.0,7580935.0,PG-13,True,"English, Spanish",USA,"Josefina Lopez (play), George LaVoo (teleplay), Josefina Lopez (teleplay)",71.0,7.0,Patricia Cardoso,8,November,2002-11-08,"America Ferrera, Lupe Ontiveros, Ingrid Oliu, George Lopez",Comedy,7 wins & 3 nominations.,90 min,movie,"5,534",2002,3,5,5
2002,Red Dragon,78000000,92955420.0,206455420.0,2002FAIL,101023979,120393928.0,267396769.0,R,True,"English, French",USA,"Thomas Harris (novel), Ted Tally (screenplay)",60.0,7.2,Brett Ratner,4,October,2002-10-04,"Anthony Hopkins, Edward Norton, Ralph Fiennes, Harvey Keitel",Crime,6 wins & 7 nominations.,124 min,movie,"1,62,757",2002,78,92,206
2002,Reign of Fire,60000000,43061982.0,82150183.0,2002FAIL,77710753,55772984.0,106399210.0,PG-13,True,English,UK,"Gregg Chabot (story), Kevin Peterka (story), Gregg Chabot (screenplay), Kevin Peterka (screenplay), Matt Greenberg (screenplay)",39.0,6.1,Rob Bowman,12,July,2002-07-12,"Christian Bale, Matthew McConaughey, Izabella Scorupco, Gerard Butler",Action,1 win & 2 nominations.,101 min,movie,"86,874",2002,60,43,82
2002,Resident Evil,35000000,40119709.0,103787401.0,2002PASS,45331273,51962213.0,134423285.0,R,True,English,UK,Paul W.S. Anderson,33.0,6.7,Paul W.S. Anderson,15,March,2002-03-15,"Ryan McCluskey, Oscar Pearce, Indra Ové, Anna Bolt",Action,4 nominations.,100 min,movie,"1,59,865",2002,35,40,103
2002,Scooby-Doo,84000000,153294164.0,276294164.0,2002PASS,108795054,198543415.0,357850459.0,PG,True,English,USA,"James Gunn (screenplay), Craig Titley (story), James Gunn (story), William Hanna (characters), Joseph Barbera (characters)",35.0,4.9,Raja Gosnell,14,June,2002-06-14,"Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard, Linda Cardellini",Adventure,3 wins & 8 nominations.,86 min,movie,"54,831",2002,84,153,276
2002,Signs,70702619,227965690.0,408265690.0,2002FAIL,91572563,295256424.0,528777236.0,PG-13,True,"English, Portuguese",USA,M. Night Shyamalan,59.0,6.7,M. Night Shyamalan,2,August,2002-08-02,"Mel Gibson, Joaquin Phoenix, Rory Culkin, Abigail Breslin",Drama,3 wins & 18 nominations.,106 min,movie,"2,22,099",2002,70,227,408
2002,Snow Dogs,32000000,81150692.0,116898028.0,2002FAIL,41445735,105104690.0,151403896.0,PG,True,English,Canada,"Jim Kouf (screenplay), Tommy Swerdlow (screenplay), Michael Goldberg (screenplay), Mark Gibson (screenplay), Philip Halprin (screenplay), Gary Paulsen (book)",29.0,5.1,Brian Levant,18,January,2002-01-18,"Cuba Gooding Jr., James Coburn, Sisqó, Nichelle Nichols",Adventure,1 win.,99 min,movie,"15,700",2002,32,81,116
2002,Solaris,47000000,14970038.0,14970038.0,2002FAIL,60873423,19388882.0,19388882.0,PG-13,True,English,USA,"Stanislaw Lem (novel), Steven Soderbergh (screenplay)",65.0,6.2,Steven Soderbergh,27,November,2002-11-27,"George Clooney, Natascha McElhone, Viola Davis, Jeremy Davies",Drama,2 wins & 8 nominations.,99 min,movie,"58,744",2002,47,14,14
